-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-7,999685, -7,999685
-7,935092, -7,935092
-7,842828, -7,842828
-7,742121, -7,742121
-7,706161, -7,706161
-7,706161, -7,706161
-7,706161, -7,706161
-7,647948, -7,764367
-7,559839, -7,852448
-7,469265, -7,942909
-7,457732, -7,954418
-7,475483, -7,936713
-7,564309, -7,835499
-7,588303, -7,643555
-7,588817, -7,458725
-7,565372, -7,27211
-7,5077, -7,203687
-7,462764, -7,158655
-7,359552, -7,055323
-7,253896, -6,949723
-7,161706, -6,85773
-7,05896, -6,755347
-6,951566, -6,648505
-6,851496, -6,566697
-6,668443, -6,545935
-6,457597, -6,546869
-6,271924, -6,547626
-6,065125, -6,548246
-5,855113, -6,54846
-5,669198, -6,548141
-5,48384, -6,568693
-5,369237, -6,669164
-5,276838, -6,759289
-5,173718, -6,859126
-5,066552, -6,961942
-4,972262, -7,051529
-4,864266, -7,153142
-4,749055, -7,260251
-4,653451, -7,348011
-4,547648, -7,443957
-4,434548, -7,545093
-4,338596, -7,62967
-4,228617, -7,725267
-4,111145, -7,825745
-4,015393, -7,906303
-3,904189, -7,998428
-3,786805, -8,093943
-3,688367, -8,172624
-3,574072, -8,262465
-3,455351, -8,353974
-3,349502, -8,433954
-3,231195, -8,521662
-3,107622, -8,611336
-3,000216, -8,687631
-2,883136, -8,769167
-2,757694, -8,854554
-2,64761, -8,927777
-2,528494, -9,005357
-2,396037, -9,089582
-2,283292, -9,159453
-2,162857, -9,232409
-2,031756, -9,309839
-1,919185, -9,374614
-1,797316, -9,443109
-1,662364, -9,516883
-1,546592, -9,578424
-1,420387, -9,643826
-1,286071, -9,711446
-1,16958, -9,768359
-1,041292, -9,829344
-0,9018696, -9,893601
-0,7526693, -9,884889
-0,5670598, -9,8107
-0,3561515, -9,722071
-0,1707989, -9,640096
-0,003981283, -9,563173
0,1956749, -9,46699
0,3786366, -9,374699
0,5443727, -9,287731
0,7347411, -9,183585
0,9181556, -9,078978
1,070001, -8,989198
1,249583, -8,878412
1,42528, -8,765481
1,577104, -8,664139
1,750832, -8,543698
1,926699, -8,416779
2,076962, -8,304116
2,244202, -8,173917
2,412292, -8,037783
2,545888, -7,925455
2,70175, -7,789743
2,862263, -7,644317
2,996765, -7,517671
3,147667, -7,370203
3,297265, -7,218012
3,422106, -7,085958
3,567585, -6,926224
3,702499, -6,771691
3,816003, -6,636552
3,948941, -6,472221
4,079351, -6,3036
4,191704, -6,152089
4,311174, -5,984195
4,427945, -5,812313
4,534009, -5,649039
4,644838, -5,470338
4,754277, -5,284641
4,844339, -5,124089
4,941508, -4,942056
5,039934, -4,747319
5,11853, -4,58281
5,203879, -4,394023
5,287087, -4,197896
5,354973, -4,027402
5,426034, -3,837257
5,500908, -3,621812
5,553468, -3,458078
5,613383, -3,256379
5,668157, -3,05395
5,71147, -2,877259
5,755726, -2,678115
5,797422, -2,465785
5,827435, -2,290646
5,857669, -2,086776
5,884204, -1,869762
5,901927, -1,687329
5,917137, -1,482993
5,927413, -1,266744
5,931562, -1,074341
5,93114, -0,8726724
5,924407, -0,6390186
5,912401, -0,4315865
5,897309, -0,248159
5,875387, -0,04387872
5,847064, 0,1669557
5,817501, 0,3513014
5,7787, 0,558846
5,734842, 0,7623292
5,685162, 0,9363911
5,571136, 1,034708
5,439661, 1,106879
5,322205, 1,1685
5,187597, 1,236032
5,052975, 1,300315
4,933583, 1,354624
4,802691, 1,421487
4,743692, 1,576555
4,786093, 1,704651
4,835538, 1,841309
4,884356, 1,984936
4,922984, 2,105925
4,965544, 2,247644
5,006955, 2,39616
5,03851, 2,518366
5,072487, 2,659983
5,092734, 2,817229
5,009384, 2,963109
4,891582, 3,129998
4,762382, 3,302745
4,645679, 3,45024
4,519791, 3,601668
4,377091, 3,764133
4,251902, 3,899051
4,108677, 4,045974
3,946053, 4,203526
3,790429, 4,345795
3,647546, 4,469714
3,479162, 4,607898
3,312593, 4,736779
3,163533, 4,846095
2,986615, 4,968824
2,812675, 5,082408
2,658212, 5,177638
2,475323, 5,283966
2,28754, 5,386166
2,127048, 5,468198
1,927589, 5,563719
1,756061, 5,592826
1,638159, 5,546013
1,501333, 5,486691
1,365101, 5,424323
1,244901, 5,366513
1,114745, 5,301035
0,9826241, 5,231248
0,8700684, 5,169063
0,7444243, 5,09707
0,5624052, 5,094125
0,3774639, 5,135225
0,1751032, 5,17477
-0,03320545, 5,209224
-0,2166141, 5,234441
-0,4232186, 5,257647
-0,6357145, 5,275528
-0,8280037, 5,286551
-1,031999, 5,292975
-1,249187, 5,293679
-1,435551, 5,289193
-1,6388, 5,279216
-1,851935, 5,262925
-2,044118, 5,242937
-2,247293, 5,216489
-2,475995, 5,179899
-2,679171, 5,141207
-2,857303, 5,100416
-2,97731, 4,995333
-3,051369, 4,867111
-3,116009, 4,75004
-3,23711, 4,640271
-3,433957, 4,573094
-3,606927, 4,509939
-3,75673, 4,414689
-3,814382, 4,27936
-3,86094, 4,158318
-3,91173, 4,018522
-3,960139, 3,876414
-4,000671, 3,749481
-4,04298, 3,608146
-4,083391, 3,462748
-4,116175, 3,335242
-4,150928, 3,189396
-4,181405, 3,049071
-4,206503, 2,922112
-4,232254, 2,778316
-4,255796, 2,629961
-4,27328, 2,50472
-4,290974, 2,358966
-4,226571, 2,205105
-4,105192, 2,075463
-3,958295, 2,038487
-3,811994, 2,033819
-3,681922, 2,032103
-3,547467, 2,032611
-3,496738, 2,03339
-3,496738, 2,03339
-3,496738, 2,03339
-3,496738, 2,03339
-3,496738, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496737, 2,03339
-3,496738, 2,03339
-3,496738, 2,03339
-3,496737, 2,03339
-3,496738, 2,03339
-3,496738, 2,03339
-3,496737, 2,03339
-3,49752, 2,063568
-3,500228, 2,197076
-3,500866, 2,343457
-3,49998, 2,426479
-3,499965, 2,427349
-3,499964, 2,427349
-3,499966, 2,427349
-3,499965, 2,427349
-3,499965, 2,427349
-3,499964, 2,427349
-3,499965, 2,42735
-3,499965, 2,427349
-3,499965, 2,427349
-3,499965, 2,42735
-3,499965, 2,427349
-3,499965, 2,427349
-3,499966, 2,42735
-3,499965, 2,427349
-3,499965, 2,42735
-3,499965, 2,427349
-3,499965, 2,42735
-3,499965, 2,427349
-3,50308, 2,427359
-3,599097, 2,426621
-3,749501, 2,423669
-3,819827, 2,421476
-3,841358, 2,420481
-3,976954, 2,41328
-4,106579, 2,404182
-4,246579, 2,315884
-4,361578, 2,223974
-4,371154, 2,222501
